SIGUNGU,FLOOD_YEAR,FLOOD_MONTH,FLOOD_AREA,RAIN_TOTAL,DRAINAGE_GRD,PUMP_CNT,RIV_GRD,RIV_DIS_MIN,RIV_DIS_GRD
48220,2019,10,10042.6,223.9,1,4,3,445.424588155901,3
48220,2019,10,10042.6,223.9,1,4,3,486.779959850489,3
48220,2019,10,10042.6,223.9,1,4,3,423.20375778295,3
48220,2019,10,10042.6,223.9,1,4,2,316.015980147767,3
48220,2019,10,10042.6,223.9,1,4,3,847.33335344003,2
48220,2019,10,10042.6,223.9,1,4,3,775.70058227942,2
48220,2019,10,10042.6,223.9,1,4,3,240.031686483017,4
48220,2019,10,10042.6,223.9,1,4,2,1039.32707845325,2
48220,2019,10,10042.6,223.9,1,4,3,301.65126570727,3
48220,2019,10,10042.6,223.9,1,4,3,197.26977441281,4
48220,2019,10,10042.6,223.9,1,4,3,99.1167280136787,5
46820,2019,8,8032.879,205.2,2,9,3,449.856986131079,3
46820,2019,8,8032.879,205.2,2,9,3,462.025532906977,3
46820,2019,8,8032.879,205.2,2,9,3,461.776144513089,3
46820,2019,8,8032.879,205.2,2,9,3,2151.67308215509,1
46820,2019,8,8032.879,205.2,2,9,3,1774.98692471158,1
46820,2019,8,8032.879,205.2,2,9,3,813.20354079557,2
46820,2019,8,8032.879,205.2,2,9,3,419.321599242127,3
46820,2019,8,8032.879,205.2,2,9,3,171.352603275501,4
46820,2019,8,8032.879,205.2,2,9,3,1494.19705189604,2
46820,2019,8,8032.879,205.2,2,9,3,1498.23792439751,2
46820,2019,8,8032.879,205.2,2,9,3,1470.15824573991,2
46820,2019,8,8032.879,205.2,2,9,3,1290.57341087508,2
46820,2019,8,60550.793,205.2,2,9,3,449.856986131079,3
46820,2019,8,60550.793,205.2,2,9,3,462.025532906977,3
46820,2019,8,60550.793,205.2,2,9,3,461.776144513089,3
46820,2019,8,60550.793,205.2,2,9,3,2151.67308215509,1
46820,2019,8,60550.793,205.2,2,9,3,1774.98692471158,1
46820,2019,8,60550.793,205.2,2,9,3,813.20354079557,2
46820,2019,8,60550.793,205.2,2,9,3,419.321599242127,3
46820,2019,8,60550.793,205.2,2,9,3,171.352603275501,4
46820,2019,8,60550.793,205.2,2,9,3,1494.19705189604,2
46820,2019,8,60550.793,205.2,2,9,3,1498.23792439751,2
46820,2019,8,60550.793,205.2,2,9,3,1470.15824573991,2
46820,2019,8,60550.793,205.2,2,9,3,1290.57341087508,2
46820,2019,8,11294.952,205.2,2,9,3,449.856986131079,3
46820,2019,8,11294.952,205.2,2,9,3,462.025532906977,3
46820,2019,8,11294.952,205.2,2,9,3,461.776144513089,3
46820,2019,8,11294.952,205.2,2,9,3,2151.67308215509,1
46820,2019,8,11294.952,205.2,2,9,3,1774.98692471158,1
46820,2019,8,11294.952,205.2,2,9,3,813.20354079557,2
46820,2019,8,11294.952,205.2,2,9,3,419.321599242127,3
46820,2019,8,11294.952,205.2,2,9,3,171.352603275501,4
46820,2019,8,11294.952,205.2,2,9,3,1494.19705189604,2
46820,2019,8,11294.952,205.2,2,9,3,1498.23792439751,2
46820,2019,8,11294.952,205.2,2,9,3,1470.15824573991,2
46820,2019,8,11294.952,205.2,2,9,3,1290.57341087508,2
46820,2019,8,21636.436,205.2,2,9,3,449.856986131079,3
46820,2019,8,21636.436,205.2,2,9,3,462.025532906977,3
46820,2019,8,21636.436,205.2,2,9,3,461.776144513089,3
46820,2019,8,21636.436,205.2,2,9,3,2151.67308215509,1
46820,2019,8,21636.436,205.2,2,9,3,1774.98692471158,1
46820,2019,8,21636.436,205.2,2,9,3,813.20354079557,2
46820,2019,8,21636.436,205.2,2,9,3,419.321599242127,3
46820,2019,8,21636.436,205.2,2,9,3,171.352603275501,4
46820,2019,8,21636.436,205.2,2,9,3,1494.19705189604,2
46820,2019,8,21636.436,205.2,2,9,3,1498.23792439751,2
46820,2019,8,21636.436,205.2,2,9,3,1470.15824573991,2
46820,2019,8,21636.436,205.2,2,9,3,1290.57341087508,2
46820,2019,8,44848.24,205.2,2,9,3,449.856986131079,3
46820,2019,8,44848.24,205.2,2,9,3,462.025532906977,3
46820,2019,8,44848.24,205.2,2,9,3,461.776144513089,3
46820,2019,8,44848.24,205.2,2,9,3,2151.67308215509,1
46820,2019,8,44848.24,205.2,2,9,3,1774.98692471158,1
46820,2019,8,44848.24,205.2,2,9,3,813.20354079557,2
46820,2019,8,44848.24,205.2,2,9,3,419.321599242127,3
46820,2019,8,44848.24,205.2,2,9,3,171.352603275501,4
46820,2019,8,44848.24,205.2,2,9,3,1494.19705189604,2
46820,2019,8,44848.24,205.2,2,9,3,1498.23792439751,2
46820,2019,8,44848.24,205.2,2,9,3,1470.15824573991,2
46820,2019,8,44848.24,205.2,2,9,3,1290.57341087508,2
46820,2019,8,34111.266,205.2,2,9,3,449.856986131079,3
46820,2019,8,34111.266,205.2,2,9,3,462.025532906977,3
46820,2019,8,34111.266,205.2,2,9,3,461.776144513089,3
46820,2019,8,34111.266,205.2,2,9,3,2151.67308215509,1
46820,2019,8,34111.266,205.2,2,9,3,1774.98692471158,1
46820,2019,8,34111.266,205.2,2,9,3,813.20354079557,2
46820,2019,8,34111.266,205.2,2,9,3,419.321599242127,3
46820,2019,8,34111.266,205.2,2,9,3,171.352603275501,4
46820,2019,8,34111.266,205.2,2,9,3,1494.19705189604,2
46820,2019,8,34111.266,205.2,2,9,3,1498.23792439751,2
46820,2019,8,34111.266,205.2,2,9,3,1470.15824573991,2
46820,2019,8,34111.266,205.2,2,9,3,1290.57341087508,2
46820,2019,8,56513.637,205.2,2,9,3,449.856986131079,3
46820,2019,8,56513.637,205.2,2,9,3,462.025532906977,3
46820,2019,8,56513.637,205.2,2,9,3,461.776144513089,3
46820,2019,8,56513.637,205.2,2,9,3,2151.67308215509,1
46820,2019,8,56513.637,205.2,2,9,3,1774.98692471158,1
46820,2019,8,56513.637,205.2,2,9,3,813.20354079557,2
46820,2019,8,56513.637,205.2,2,9,3,419.321599242127,3
46820,2019,8,56513.637,205.2,2,9,3,171.352603275501,4
46820,2019,8,56513.637,205.2,2,9,3,1494.19705189604,2
46820,2019,8,56513.637,205.2,2,9,3,1498.23792439751,2
46820,2019,8,56513.637,205.2,2,9,3,1470.15824573991,2
46820,2019,8,56513.637,205.2,2,9,3,1290.57341087508,2
46820,2019,8,20065.86,205.2,2,9,3,449.856986131079,3
46820,2019,8,20065.86,205.2,2,9,3,462.025532906977,3
46820,2019,8,20065.86,205.2,2,9,3,461.776144513089,3
46820,2019,8,20065.86,205.2,2,9,3,2151.67308215509,1
46820,2019,8,20065.86,205.2,2,9,3,1774.98692471158,1
46820,2019,8,20065.86,205.2,2,9,3,813.20354079557,2
46820,2019,8,20065.86,205.2,2,9,3,419.321599242127,3
46820,2019,8,20065.86,205.2,2,9,3,171.352603275501,4
46820,2019,8,20065.86,205.2,2,9,3,1494.19705189604,2
46820,2019,8,20065.86,205.2,2,9,3,1498.23792439751,2
46820,2019,8,20065.86,205.2,2,9,3,1470.15824573991,2
46820,2019,8,20065.86,205.2,2,9,3,1290.57341087508,2
46820,2019,8,38441.312,205.2,2,9,3,449.856986131079,3
46820,2019,8,38441.312,205.2,2,9,3,462.025532906977,3
46820,2019,8,38441.312,205.2,2,9,3,461.776144513089,3
46820,2019,8,38441.312,205.2,2,9,3,2151.67308215509,1
46820,2019,8,38441.312,205.2,2,9,3,1774.98692471158,1
46820,2019,8,38441.312,205.2,2,9,3,813.20354079557,2
46820,2019,8,38441.312,205.2,2,9,3,419.321599242127,3
46820,2019,8,38441.312,205.2,2,9,3,171.352603275501,4
46820,2019,8,38441.312,205.2,2,9,3,1494.19705189604,2
46820,2019,8,38441.312,205.2,2,9,3,1498.23792439751,2
46820,2019,8,38441.312,205.2,2,9,3,1470.15824573991,2
46820,2019,8,38441.312,205.2,2,9,3,1290.57341087508,2
46820,2019,8,7368.018,205.2,2,9,3,449.856986131079,3
46820,2019,8,7368.018,205.2,2,9,3,462.025532906977,3
46820,2019,8,7368.018,205.2,2,9,3,461.776144513089,3
46820,2019,8,7368.018,205.2,2,9,3,2151.67308215509,1
46820,2019,8,7368.018,205.2,2,9,3,1774.98692471158,1
46820,2019,8,7368.018,205.2,2,9,3,813.20354079557,2
46820,2019,8,7368.018,205.2,2,9,3,419.321599242127,3
46820,2019,8,7368.018,205.2,2,9,3,171.352603275501,4
46820,2019,8,7368.018,205.2,2,9,3,1494.19705189604,2
46820,2019,8,7368.018,205.2,2,9,3,1498.23792439751,2
46820,2019,8,7368.018,205.2,2,9,3,1470.15824573991,2
46820,2019,8,7368.018,205.2,2,9,3,1290.57341087508,2
46820,2019,8,34717.863,205.2,2,9,3,449.856986131079,3
46820,2019,8,34717.863,205.2,2,9,3,462.025532906977,3
46820,2019,8,34717.863,205.2,2,9,3,461.776144513089,3
46820,2019,8,34717.863,205.2,2,9,3,2151.67308215509,1
46820,2019,8,34717.863,205.2,2,9,3,1774.98692471158,1
46820,2019,8,34717.863,205.2,2,9,3,813.20354079557,2
46820,2019,8,34717.863,205.2,2,9,3,419.321599242127,3
46820,2019,8,34717.863,205.2,2,9,3,171.352603275501,4
46820,2019,8,34717.863,205.2,2,9,3,1494.19705189604,2
46820,2019,8,34717.863,205.2,2,9,3,1498.23792439751,2
46820,2019,8,34717.863,205.2,2,9,3,1470.15824573991,2
46820,2019,8,34717.863,205.2,2,9,3,1290.57341087508,2
46820,2019,8,8400.565,205.2,2,9,3,449.856986131079,3
46820,2019,8,8400.565,205.2,2,9,3,462.025532906977,3
46820,2019,8,8400.565,205.2,2,9,3,461.776144513089,3
46820,2019,8,8400.565,205.2,2,9,3,2151.67308215509,1
46820,2019,8,8400.565,205.2,2,9,3,1774.98692471158,1
46820,2019,8,8400.565,205.2,2,9,3,813.20354079557,2
46820,2019,8,8400.565,205.2,2,9,3,419.321599242127,3
46820,2019,8,8400.565,205.2,2,9,3,171.352603275501,4
46820,2019,8,8400.565,205.2,2,9,3,1494.19705189604,2
46820,2019,8,8400.565,205.2,2,9,3,1498.23792439751,2
46820,2019,8,8400.565,205.2,2,9,3,1470.15824573991,2
46820,2019,8,8400.565,205.2,2,9,3,1290.57341087508,2
46820,2019,8,37160.594,205.2,2,9,3,449.856986131079,3
46820,2019,8,37160.594,205.2,2,9,3,462.025532906977,3
46820,2019,8,37160.594,205.2,2,9,3,461.776144513089,3
46820,2019,8,37160.594,205.2,2,9,3,2151.67308215509,1
46820,2019,8,37160.594,205.2,2,9,3,1774.98692471158,1
46820,2019,8,37160.594,205.2,2,9,3,813.20354079557,2
46820,2019,8,37160.594,205.2,2,9,3,419.321599242127,3
46820,2019,8,37160.594,205.2,2,9,3,171.352603275501,4
46820,2019,8,37160.594,205.2,2,9,3,1494.19705189604,2
46820,2019,8,37160.594,205.2,2,9,3,1498.23792439751,2
46820,2019,8,37160.594,205.2,2,9,3,1470.15824573991,2
46820,2019,8,37160.594,205.2,2,9,3,1290.57341087508,2
46820,2019,8,8923.143,205.2,2,9,3,449.856986131079,3
46820,2019,8,8923.143,205.2,2,9,3,462.025532906977,3
46820,2019,8,8923.143,205.2,2,9,3,461.776144513089,3
46820,2019,8,8923.143,205.2,2,9,3,2151.67308215509,1
46820,2019,8,8923.143,205.2,2,9,3,1774.98692471158,1
46820,2019,8,8923.143,205.2,2,9,3,813.20354079557,2
46820,2019,8,8923.143,205.2,2,9,3,419.321599242127,3
46820,2019,8,8923.143,205.2,2,9,3,171.352603275501,4
46820,2019,8,8923.143,205.2,2,9,3,1494.19705189604,2
46820,2019,8,8923.143,205.2,2,9,3,1498.23792439751,2
46820,2019,8,8923.143,205.2,2,9,3,1470.15824573991,2
46820,2019,8,8923.143,205.2,2,9,3,1290.57341087508,2
46820,2019,8,16700.236,205.2,2,9,3,449.856986131079,3
46820,2019,8,16700.236,205.2,2,9,3,462.025532906977,3
46820,2019,8,16700.236,205.2,2,9,3,461.776144513089,3
46820,2019,8,16700.236,205.2,2,9,3,2151.67308215509,1
46820,2019,8,16700.236,205.2,2,9,3,1774.98692471158,1
46820,2019,8,16700.236,205.2,2,9,3,813.20354079557,2
46820,2019,8,16700.236,205.2,2,9,3,419.321599242127,3
46820,2019,8,16700.236,205.2,2,9,3,171.352603275501,4
46820,2019,8,16700.236,205.2,2,9,3,1494.19705189604,2
46820,2019,8,16700.236,205.2,2,9,3,1498.23792439751,2
46820,2019,8,16700.236,205.2,2,9,3,1470.15824573991,2
46820,2019,8,16700.236,205.2,2,9,3,1290.57341087508,2
46820,2019,8,45217.03,205.2,2,9,3,449.856986131079,3
46820,2019,8,45217.03,205.2,2,9,3,462.025532906977,3
46820,2019,8,45217.03,205.2,2,9,3,461.776144513089,3
46820,2019,8,45217.03,205.2,2,9,3,2151.67308215509,1
46820,2019,8,45217.03,205.2,2,9,3,1774.98692471158,1
46820,2019,8,45217.03,205.2,2,9,3,813.20354079557,2
46820,2019,8,45217.03,205.2,2,9,3,419.321599242127,3
46820,2019,8,45217.03,205.2,2,9,3,171.352603275501,4
46820,2019,8,45217.03,205.2,2,9,3,1494.19705189604,2
46820,2019,8,45217.03,205.2,2,9,3,1498.23792439751,2
46820,2019,8,45217.03,205.2,2,9,3,1470.15824573991,2
46820,2019,8,45217.03,205.2,2,9,3,1290.57341087508,2
46820,2019,8,35910.406,205.2,2,9,3,449.856986131079,3
46820,2019,8,35910.406,205.2,2,9,3,462.025532906977,3
46820,2019,8,35910.406,205.2,2,9,3,461.776144513089,3
46820,2019,8,35910.406,205.2,2,9,3,2151.67308215509,1
46820,2019,8,35910.406,205.2,2,9,3,1774.98692471158,1
46820,2019,8,35910.406,205.2,2,9,3,813.20354079557,2
46820,2019,8,35910.406,205.2,2,9,3,419.321599242127,3
46820,2019,8,35910.406,205.2,2,9,3,171.352603275501,4
46820,2019,8,35910.406,205.2,2,9,3,1494.19705189604,2
46820,2019,8,35910.406,205.2,2,9,3,1498.23792439751,2
46820,2019,8,35910.406,205.2,2,9,3,1470.15824573991,2
46820,2019,8,35910.406,205.2,2,9,3,1290.57341087508,2
46820,2019,8,76322.484,205.2,2,9,3,449.856986131079,3
46820,2019,8,76322.484,205.2,2,9,3,462.025532906977,3
46820,2019,8,76322.484,205.2,2,9,3,461.776144513089,3
46820,2019,8,76322.484,205.2,2,9,3,2151.67308215509,1
46820,2019,8,76322.484,205.2,2,9,3,1774.98692471158,1
46820,2019,8,76322.484,205.2,2,9,3,813.20354079557,2
46820,2019,8,76322.484,205.2,2,9,3,419.321599242127,3
46820,2019,8,76322.484,205.2,2,9,3,171.352603275501,4
46820,2019,8,76322.484,205.2,2,9,3,1494.19705189604,2
46820,2019,8,76322.484,205.2,2,9,3,1498.23792439751,2
46820,2019,8,76322.484,205.2,2,9,3,1470.15824573991,2
46820,2019,8,76322.484,205.2,2,9,3,1290.57341087508,2
46820,2019,8,185964.86,205.2,2,9,3,449.856986131079,3
46820,2019,8,185964.86,205.2,2,9,3,462.025532906977,3
46820,2019,8,185964.86,205.2,2,9,3,461.776144513089,3
46820,2019,8,185964.86,205.2,2,9,3,2151.67308215509,1
46820,2019,8,185964.86,205.2,2,9,3,1774.98692471158,1
46820,2019,8,185964.86,205.2,2,9,3,813.20354079557,2
46820,2019,8,185964.86,205.2,2,9,3,419.321599242127,3
46820,2019,8,185964.86,205.2,2,9,3,171.352603275501,4
46820,2019,8,185964.86,205.2,2,9,3,1494.19705189604,2
46820,2019,8,185964.86,205.2,2,9,3,1498.23792439751,2
46820,2019,8,185964.86,205.2,2,9,3,1470.15824573991,2
46820,2019,8,185964.86,205.2,2,9,3,1290.57341087508,2
46820,2019,8,51595.95,205.2,2,9,3,449.856986131079,3
46820,2019,8,51595.95,205.2,2,9,3,462.025532906977,3
46820,2019,8,51595.95,205.2,2,9,3,461.776144513089,3
46820,2019,8,51595.95,205.2,2,9,3,2151.67308215509,1
46820,2019,8,51595.95,205.2,2,9,3,1774.98692471158,1
46820,2019,8,51595.95,205.2,2,9,3,813.20354079557,2
46820,2019,8,51595.95,205.2,2,9,3,419.321599242127,3
46820,2019,8,51595.95,205.2,2,9,3,171.352603275501,4
46820,2019,8,51595.95,205.2,2,9,3,1494.19705189604,2
46820,2019,8,51595.95,205.2,2,9,3,1498.23792439751,2
46820,2019,8,51595.95,205.2,2,9,3,1470.15824573991,2
46820,2019,8,51595.95,205.2,2,9,3,1290.57341087508,2
46820,2019,8,24030.182,205.2,2,9,3,449.856986131079,3
46820,2019,8,24030.182,205.2,2,9,3,462.025532906977,3
46820,2019,8,24030.182,205.2,2,9,3,461.776144513089,3
46820,2019,8,24030.182,205.2,2,9,3,2151.67308215509,1
46820,2019,8,24030.182,205.2,2,9,3,1774.98692471158,1
46820,2019,8,24030.182,205.2,2,9,3,813.20354079557,2
46820,2019,8,24030.182,205.2,2,9,3,419.321599242127,3
46820,2019,8,24030.182,205.2,2,9,3,171.352603275501,4
46820,2019,8,24030.182,205.2,2,9,3,1494.19705189604,2
46820,2019,8,24030.182,205.2,2,9,3,1498.23792439751,2
46820,2019,8,24030.182,205.2,2,9,3,1470.15824573991,2
46820,2019,8,24030.182,205.2,2,9,3,1290.57341087508,2
46820,2019,8,31025.1,205.2,2,9,3,449.856986131079,3
46820,2019,8,31025.1,205.2,2,9,3,462.025532906977,3
46820,2019,8,31025.1,205.2,2,9,3,461.776144513089,3
46820,2019,8,31025.1,205.2,2,9,3,2151.67308215509,1
46820,2019,8,31025.1,205.2,2,9,3,1774.98692471158,1
46820,2019,8,31025.1,205.2,2,9,3,813.20354079557,2
46820,2019,8,31025.1,205.2,2,9,3,419.321599242127,3
46820,2019,8,31025.1,205.2,2,9,3,171.352603275501,4
46820,2019,8,31025.1,205.2,2,9,3,1494.19705189604,2
46820,2019,8,31025.1,205.2,2,9,3,1498.23792439751,2
46820,2019,8,31025.1,205.2,2,9,3,1470.15824573991,2
46820,2019,8,31025.1,205.2,2,9,3,1290.57341087508,2
46820,2019,8,24433.93,205.2,2,9,3,449.856986131079,3
46820,2019,8,24433.93,205.2,2,9,3,462.025532906977,3
46820,2019,8,24433.93,205.2,2,9,3,461.776144513089,3
46820,2019,8,24433.93,205.2,2,9,3,2151.67308215509,1
46820,2019,8,24433.93,205.2,2,9,3,1774.98692471158,1
46820,2019,8,24433.93,205.2,2,9,3,813.20354079557,2
46820,2019,8,24433.93,205.2,2,9,3,419.321599242127,3
46820,2019,8,24433.93,205.2,2,9,3,171.352603275501,4
46820,2019,8,24433.93,205.2,2,9,3,1494.19705189604,2
46820,2019,8,24433.93,205.2,2,9,3,1498.23792439751,2
46820,2019,8,24433.93,205.2,2,9,3,1470.15824573991,2
46820,2019,8,24433.93,205.2,2,9,3,1290.57341087508,2
46820,2019,8,23279.156,205.2,2,9,3,449.856986131079,3
46820,2019,8,23279.156,205.2,2,9,3,462.025532906977,3
46820,2019,8,23279.156,205.2,2,9,3,461.776144513089,3
46820,2019,8,23279.156,205.2,2,9,3,2151.67308215509,1
46820,2019,8,23279.156,205.2,2,9,3,1774.98692471158,1
46820,2019,8,23279.156,205.2,2,9,3,813.20354079557,2
46820,2019,8,23279.156,205.2,2,9,3,419.321599242127,3
46820,2019,8,23279.156,205.2,2,9,3,171.352603275501,4
46820,2019,8,23279.156,205.2,2,9,3,1494.19705189604,2
46820,2019,8,23279.156,205.2,2,9,3,1498.23792439751,2
46820,2019,8,23279.156,205.2,2,9,3,1470.15824573991,2
46820,2019,8,23279.156,205.2,2,9,3,1290.57341087508,2
46820,2019,8,22247.76,205.2,2,9,3,449.856986131079,3
46820,2019,8,22247.76,205.2,2,9,3,462.025532906977,3
46820,2019,8,22247.76,205.2,2,9,3,461.776144513089,3
46820,2019,8,22247.76,205.2,2,9,3,2151.67308215509,1
46820,2019,8,22247.76,205.2,2,9,3,1774.98692471158,1
46820,2019,8,22247.76,205.2,2,9,3,813.20354079557,2
46820,2019,8,22247.76,205.2,2,9,3,419.321599242127,3
46820,2019,8,22247.76,205.2,2,9,3,171.352603275501,4
46820,2019,8,22247.76,205.2,2,9,3,1494.19705189604,2
46820,2019,8,22247.76,205.2,2,9,3,1498.23792439751,2
46820,2019,8,22247.76,205.2,2,9,3,1470.15824573991,2
46820,2019,8,22247.76,205.2,2,9,3,1290.57341087508,2
46820,2019,8,43695.8,205.2,2,9,3,449.856986131079,3
46820,2019,8,43695.8,205.2,2,9,3,462.025532906977,3
46820,2019,8,43695.8,205.2,2,9,3,461.776144513089,3
46820,2019,8,43695.8,205.2,2,9,3,2151.67308215509,1
46820,2019,8,43695.8,205.2,2,9,3,1774.98692471158,1
46820,2019,8,43695.8,205.2,2,9,3,813.20354079557,2
46820,2019,8,43695.8,205.2,2,9,3,419.321599242127,3
46820,2019,8,43695.8,205.2,2,9,3,171.352603275501,4
46820,2019,8,43695.8,205.2,2,9,3,1494.19705189604,2
46820,2019,8,43695.8,205.2,2,9,3,1498.23792439751,2
46820,2019,8,43695.8,205.2,2,9,3,1470.15824573991,2
46820,2019,8,43695.8,205.2,2,9,3,1290.57341087508,2
46820,2019,8,39545.527,205.2,2,9,3,449.856986131079,3
